track_name,album_name,popularity,track_duration_ms,explicit,artist_id,release_year,artist_name,genres,charted_year,years_since_release
NUEVAYoL,DeBÍ TiRAR MáS FOToS,94,183685,FALSE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,1
VOY A LLeVARTE PA PR,DeBÍ TiRAR MáS FOToS,93,156364,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,1
VeLDÁ,DeBÍ TiRAR MáS FOToS,93,235336,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,1
Qué Pasaría...,Cosa Nuestra,91,191018,TRUE,4q3ewBCX7sLwd24euuV69X,2024,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,0
KLOuFRENS,DeBÍ TiRAR MáS FOToS,90,199114,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,1
LA CANCIÓN,OASIS,90,242573,FALSE,4q3ewBCX7sLwd24euuV69X,2019,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,5
WELTiTA,DeBÍ TiRAR MáS FOToS,89,187507,FALSE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,1
NOKIA,$ome $exy $ongs 4 U,94,241023,TRUE,3TVXtAsR1Inumwj472S9r4,2025,Drake,rap,2024,1
One Dance,Views,89,173986,FALSE,3TVXtAsR1Inumwj472S9r4,2016,Drake,rap,2024,8
Passionfruit,More Life,87,298940,TRUE,3TVXtAsR1Inumwj472S9r4,2017,Drake,rap,2024,7
DIE TRYING,$ome $exy $ongs 4 U,87,195431,TRUE,3TVXtAsR1Inumwj472S9r4,2025,Drake,rap,2024,1
She Will,Tha Carter IV (Complete Edition),81,305840,TRUE,3TVXtAsR1Inumwj472S9r4,2011,Drake,rap,2024,13
God's Plan,Scorpion,86,198973,TRUE,3TVXtAsR1Inumwj472S9r4,2018,Drake,rap,2024,6
WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,85,189893,TRUE,3TVXtAsR1Inumwj472S9r4,2022,Drake,rap,2024,2
Headlines,Take Care (Deluxe),85,235986,TRUE,3TVXtAsR1Inumwj472S9r4,2011,Drake,rap,2024,13
9,Views,84,255786,TRUE,3TVXtAsR1Inumwj472S9r4,2016,Drake,rap,2024,8
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",83,218364,TRUE,3TVXtAsR1Inumwj472S9r4,2022,Drake,rap,2024,2
BIRDS OF A FEATHER,HIT ME HARD AND SOFT,100,210373,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2024,Billie Eilish,,2024,0
WILDFLOWER,HIT ME HARD AND SOFT,96,261466,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2024,Billie Eilish,,2024,0
CHIHIRO,HIT ME HARD AND SOFT,91,303440,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2024,Billie Eilish,,2024,0
Guess featuring billie eilish,Brat and it’s completely different but also still brat,87,143330,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2024,Billie Eilish,,2024,0
lovely (with Khalid),lovely (with Khalid),90,200185,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2018,Billie Eilish,,2024,6
ocean eyes,Ocean Eyes,76,200560,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2016,Billie Eilish,,2024,8
when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",88,196077,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2019,Billie Eilish,,2024,5
"What Was I Made For? [From The Motion Picture ""Barbie""]","What Was I Made For? [From The Motion Picture ""Barbie""]",88,222369,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2023,Billie Eilish,,2024,1
LUNCH,HIT ME HARD AND SOFT,88,179586,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2024,Billie Eilish,,2024,0
TV,Guitar Songs,87,281380,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2022,Billie Eilish,,2024,2
FE!N (feat. Playboi Carti),UTOPIA,88,191700,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2023,Travis Scott,rap,2024,1
goosebumps,Birds In The Trap Sing McKnight,87,243836,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2016,Travis Scott,rap,2024,8
Open Arms (feat. Travis Scott),SOS,84,239613,FALSE,0Y5tJX1MQlPlqiwlOH1tJY,2022,Travis Scott,rap,2024,2
SICKO MODE,ASTROWORLD,86,312820,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2018,Travis Scott,rap,2024,6
Type Shit,WE DON'T TRUST YOU,85,228266,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2024,Travis Scott,rap,2024,0
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,85,175720,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2019,Travis Scott,rap,2024,5
Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,85,194786,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2022,Travis Scott,rap,2024,2
BUTTERFLY EFFECT,ASTROWORLD,84,190557,FALSE,0Y5tJX1MQlPlqiwlOH1tJY,2018,Travis Scott,rap,2024,6
MY EYES,UTOPIA,84,251249,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2023,Travis Scott,rap,2024,1
I KNOW ?,UTOPIA,83,211582,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2023,Travis Scott,rap,2024,1
Morena,Mi Vida Mi Muerte,92,193728,FALSE,12GqGscKJx3aE4t07u7eVZ,2025,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,1
DOS DÍAS,INCÓMODO,88,153928,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,0
HOLLYWOOD,ÉXODO,85,284864,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,0
QLONA,MAÑANA SERÁ BONITO (BICHOTA SEASON),84,172797,TRUE,12GqGscKJx3aE4t07u7eVZ,2023,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,1
LA PATRULLA,ÉXODO,84,130614,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,0
NUEVA VIDA,GÉNESIS,84,190680,TRUE,12GqGscKJx3aE4t07u7eVZ,2023,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,1
Ella Baila Sola,DESVELADO,75,165671,FALSE,12GqGscKJx3aE4t07u7eVZ,2023,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,1
SANTAL 33,ÉXODO,80,190303,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,0
LOS CUADROS,LOS CUADROS,81,160409,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,0
Bandida,Bandida,82,165026,TRUE,12GqGscKJx3aE4t07u7eVZ,2025,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,1
Flashing Lights,Graduation,87,237506,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2007,Kanye West,rap,2024,17
Heartless,808s & Heartbreak,86,211000,FALSE,5K4W6rqBFWDnAN6FQUkS6x,2008,Kanye West,rap,2024,16
I Wonder,Graduation,85,243440,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2007,Kanye West,rap,2024,17
Bound 2,Yeezus,84,229146,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2013,Kanye West,rap,2024,11
Runaway,My Beautiful Dark Twisted Fantasy,84,547733,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2010,Kanye West,rap,2024,14
CARNIVAL,VULTURES 1,84,264334,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2024,Kanye West,rap,2024,0
Can't Tell Me Nothing,Graduation,84,271600,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2007,Kanye West,rap,2024,17
All Falls Down,The College Dropout,84,223506,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2004,Kanye West,rap,2024,20
Stronger,Graduation,84,311866,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2007,Kanye West,rap,2024,17
Violent Crimes,ye,83,215320,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2018,Kanye West,rap,2024,6
we can't be friends (wait for your love),eternal sunshine,89,228639,FALSE,66CXWjxzNUsdJxJ2JdwvnR,2024,Ariana Grande,pop,2024,0
twilight zone,eternal sunshine deluxe: brighter days ahead (a cappella version),81,198320,FALSE,66CXWjxzNUsdJxJ2JdwvnR,2025,Ariana Grande,pop,2024,1
supernatural,eternal sunshine,87,163381,FALSE,66CXWjxzNUsdJxJ2JdwvnR,2024,Ariana Grande,pop,2024,0
One Last Time,My Everything (Deluxe),86,197266,FALSE,66CXWjxzNUsdJxJ2JdwvnR,2014,Ariana Grande,pop,2024,10
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,After Hours (Deluxe),83,191013,FALSE,66CXWjxzNUsdJxJ2JdwvnR,2020,Ariana Grande,pop,2024,4
Into You,Dangerous Woman,76,244453,FALSE,66CXWjxzNUsdJxJ2JdwvnR,2016,Ariana Grande,pop,2024,8
7 rings,"thank u, next",85,178626,TRUE,66CXWjxzNUsdJxJ2JdwvnR,2019,Ariana Grande,pop,2024,5
Dangerous Woman,Dangerous Woman,73,235946,FALSE,66CXWjxzNUsdJxJ2JdwvnR,2016,Ariana Grande,pop,2024,8
the boy is mine,eternal sunshine,83,173639,TRUE,66CXWjxzNUsdJxJ2JdwvnR,2024,Ariana Grande,pop,2024,0
Side To Side,Dangerous Woman,71,226160,TRUE,66CXWjxzNUsdJxJ2JdwvnR,2016,Ariana Grande,pop,2024,8
LUNA,FERXXOCALIPSIS,89,196800,FALSE,2LRoIwlKmHjgvigdNGBHNo,2023,Feid,"reggaeton, urbano latino",2024,1
PERRO NEGRO,nadie sabe lo que va a pasar mañana,86,162767,TRUE,2LRoIwlKmHjgvigdNGBHNo,2023,Feid,"reggaeton, urbano latino",2024,1
+57,+57,85,298130,TRUE,2LRoIwlKmHjgvigdNGBHNo,2024,Feid,"reggaeton, urbano latino",2024,0
Hey Mor,OzuTochi,83,196600,FALSE,2LRoIwlKmHjgvigdNGBHNo,2022,Feid,"reggaeton, urbano latino",2024,2
Feliz Cumpleaños Ferxxo,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,83,155960,FALSE,2LRoIwlKmHjgvigdNGBHNo,2022,Feid,"reggaeton, urbano latino",2024,2
CLASSY 101,FERXXOCALIPSIS,80,195586,TRUE,2LRoIwlKmHjgvigdNGBHNo,2023,Feid,"reggaeton, urbano latino",2024,1
Normal,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,81,171880,TRUE,2LRoIwlKmHjgvigdNGBHNo,2022,Feid,"reggaeton, urbano latino",2024,2
SORRY 4 THAT MUCH,SORRY 4 THAT MUCH,82,207746,TRUE,2LRoIwlKmHjgvigdNGBHNo,2024,Feid,"reggaeton, urbano latino",2024,0
SE ME OLVIDA,SE ME OLVIDA,82,225373,TRUE,2LRoIwlKmHjgvigdNGBHNo,2024,Feid,"reggaeton, urbano latino",2024,0
LA INOCENTE,MICRODOSIS,82,202173,TRUE,2LRoIwlKmHjgvigdNGBHNo,2022,Feid,"reggaeton, urbano latino",2024,2
